,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
49,096fb891-a180-4077-81b7-e62b58cb0bbb,IEEE Std 1233  : 1998,1998.0,"Made available in DSpace on 2017-02-23T06:06:33Z (GMT). No. of bitstreams: 1
1233-1998.pdf: 360304 bytes, checksum: 26c00f0ec2f454c49206f83fdfe65c38 (MD5)
  Previous issue date: 1998||Made available in DSpace on 2021-05-05T08:46:49Z (GMT). No. of bitstreams: 1
1233-1998.pdf: 360304 bytes, checksum: 26c00f0ec2f454c49206f83fdfe65c38 (MD5)
  Previous issue date: 1998",http://localhost:8080/xmlui/handle/108/124783,Guide for  developing system requirements specifications,,Guide for  developing system requirements specifications
50,0a181a71-ccc4-496d-8278-f86cd5390b76,IEEE Std 802.1ak  : 2007,2007.0,"Made available in DSpace on 2017-02-23T06:06:56Z (GMT). No. of bitstreams: 1
802.1ak-2007.pdf: 956668 bytes, checksum: 0cb5ef3cbfa25c7f148668f7ccff5047 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-05-05T08:51:03Z (GMT). No. of bitstreams: 1
802.1ak-2007.pdf: 956668 bytes, checksum: 0cb5ef3cbfa25c7f148668f7ccff5047 (MD5)
  Previous issue date: 2007",http://localhost:8080/xmlui/handle/108/124990,Standard for Local and metropolitan area networks - Virtual Bridged Local Area Networks - Amendment 7: Multiple Registration Protocol,,Standard for Local and metropolitan area networks - Virtual Bridged Local Area Networks - Amendment 7: Multiple Registration Protocol
51,0a1e7e69-be96-46b9-9151-78ce07804e31,IEEE Std 2003.1  : 2000||ISO/IEC 14515-1:2000,2000.0,"Made available in DSpace on 2017-02-23T06:00:35Z (GMT). No. of bitstreams: 1
2003.1-2000.pdf: 1836542 bytes, checksum: ea745a2314e77c4e4cebdd55aee9da6d (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-05-05T08:44:21Z (GMT). No. of bitstreams: 1
2003.1-2000.pdf: 1836542 bytes, checksum: ea745a2314e77c4e4cebdd55aee9da6d (MD5)
  Previous issue date: 2000",http://localhost:8080/xmlui/handle/108/124253,Information technology---Portable Operating System Interface (POSIX-)---Test methods for measuring conformance to POSIX---Part 1: System interfaces---Amendment 1: Real time Extension (C Language),,Information technology---Portable Operating System Interface (POSIX-)---Test methods for measuring conformance to POSIX---Part 1: System interfaces---Amendment 1: Real time Extension (C Language)
52,0a8f5164-58b0-404d-9c7f-53f959d47d92,IEEE Std 1076  : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:07:10Z (GMT). No. of bitstreams: 1
1076-2008.pdf: 7857656 bytes, checksum: 998f5a9b42da53c8fdba866554dc6db5 (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:54:11Z (GMT). No. of bitstreams: 1
1076-2008.pdf: 7857656 bytes, checksum: 998f5a9b42da53c8fdba866554dc6db5 (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/125112,Standard VHDL Language Reference Manual,,Standard VHDL Language Reference Manual
53,0ad8cd88-13c8-4b3d-835b-7804f10e0686,IEEE Std 1044  : 1993,1993.0,"Made available in DSpace on 2017-02-23T06:06:56Z (GMT). No. of bitstreams: 1
1044-1993.pdf: 425243 bytes, checksum: 88d6332ba9f4309d8e0a82dcf4fc4133 (MD5)
  Previous issue date: 1993||Made available in DSpace on 2021-05-05T08:51:05Z (GMT). No. of bitstreams: 1
1044-1993.pdf: 425243 bytes, checksum: 88d6332ba9f4309d8e0a82dcf4fc4133 (MD5)
  Previous issue date: 1993",http://localhost:8080/xmlui/handle/108/124985,Standard classification for software anomalies.,,Standard classification for software anomalies.
54,0b4499a0-a639-442e-afce-abbb65a637e5,IEEE Std 576  : 2000,2000.0,"Made available in DSpace on 2017-02-23T06:07:02Z (GMT). No. of bitstreams: 1
576-2000.pdf: 299627 bytes, checksum: 0dde93be025a0433acbb66bdbe098115 (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-05-05T08:52:23Z (GMT). No. of bitstreams: 1
576-2000.pdf: 299627 bytes, checksum: 0dde93be025a0433acbb66bdbe098115 (MD5)
  Previous issue date: 2000",http://localhost:8080/xmlui/handle/108/125044,"Recommended practice for installation, termination, and testing of insulated power cable as used in industrial and commerial applications",,"Recommended practice for installation, termination, and testing of insulated power cable as used in industrial and commerial applications"
55,0b4a802b-a101-4181-bbc7-b263f89a6322,ieee std 301  : 1988,1988.0,"Made available in DSpace on 2017-02-23T06:06:47Z (GMT). No. of bitstreams: 1
ieee std 301-1988.pdf: 606035 bytes, checksum: 0ad3ef5ebf1912f4dcd9a3036a99832b (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-05-05T08:48:54Z (GMT). No. of bitstreams: 1
ieee std 301-1988.pdf: 606035 bytes, checksum: 0ad3ef5ebf1912f4dcd9a3036a99832b (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/124908,Standard test procedures for amplifiers and preamplifiers used with detectors of ionizing radiation,,Standard test procedures for amplifiers and preamplifiers used with detectors of ionizing radiation
56,0b87d6d5-bef2-4ada-8b20-b1abf3b334b4,IEEE Std 1310  : 1996,1996.0,"Made available in DSpace on 2017-02-23T06:06:37Z (GMT). No. of bitstreams: 1
1310-1996.pdf: 141605 bytes, checksum: 893f57c744de91e2fa059784ea577686 (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-05-05T08:47:49Z (GMT). No. of bitstreams: 1
1310-1996.pdf: 141605 bytes, checksum: 893f57c744de91e2fa059784ea577686 (MD5)
  Previous issue date: 1996",http://localhost:8080/xmlui/handle/108/124815,Trial use recommended practice for thermal cycle testing of form-wound stator bars and coils for large generators,,Trial use recommended practice for thermal cycle testing of form-wound stator bars and coils for large generators
57,0b9fc9c7-986f-4b7a-8400-7278e0f46add,IEEE Std 1003.1  : 2004SI,2004.0,"Made available in DSpace on 2017-02-23T06:06:58Z (GMT). No. of bitstreams: 1
1003.1-2004si.pdf: 5533902 bytes, checksum: d2dc18f5b942afdd7f55ebac1fef63ad (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:51:39Z (GMT). No. of bitstreams: 1
1003.1-2004si.pdf: 5533902 bytes, checksum: d2dc18f5b942afdd7f55ebac1fef63ad (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/125001,Standard for information technology - portable operating system interface (POSIX). System interfaces,,Standard for information technology - portable operating system interface (POSIX). System interfaces
58,0ce0e53e-6aef-4769-985c-0c439e537f14,IEEE Std C37.104  : 2002,2002.0,"Made available in DSpace on 2017-02-23T06:01:05Z (GMT). No. of bitstreams: 1
c37.104-2002.pdf: 829042 bytes, checksum: adbcdb416fcbfb56688e0e449c24cb10 (MD5)
  Previous issue date: 2002||Made available in DSpace on 2021-05-05T08:42:19Z (GMT). No. of bitstreams: 1
c37.104-2002.pdf: 829042 bytes, checksum: adbcdb416fcbfb56688e0e449c24cb10 (MD5)
  Previous issue date: 2002",http://localhost:8080/xmlui/handle/108/124508,Guide for automatic reclosing of line circuit breakers for AC distribution and transmission lines,,Guide for automatic reclosing of line circuit breakers for AC distribution and transmission lines
59,0d34d5f0-ef5f-4135-b92a-fcc01727b242,IEEE Std 1020  : 1988,1988.0,"Made available in DSpace on 2017-02-23T06:06:44Z (GMT). No. of bitstreams: 1
1020-1988.pdf: 531721 bytes, checksum: 1f3e98790e2252106c32c866ff4e1f5b (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-05-05T08:49:01Z (GMT). No. of bitstreams: 1
1020-1988.pdf: 531721 bytes, checksum: 1f3e98790e2252106c32c866ff4e1f5b (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/124881,Guide for control of small hydroelectric power plants,,Guide for control of small hydroelectric power plants
60,0d444710-5ddb-4141-b2b4-f5d91c3035eb,IEEE Std 1267  : 1999,1999.0,"Made available in DSpace on 2017-02-23T06:06:34Z (GMT). No. of bitstreams: 1
1267-1999.pdf: 100162 bytes, checksum: 64f54d4283470f2ad5c6b6455d8d010f (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-05-05T08:46:59Z (GMT). No. of bitstreams: 1
1267-1999.pdf: 100162 bytes, checksum: 64f54d4283470f2ad5c6b6455d8d010f (MD5)
  Previous issue date: 1999",http://localhost:8080/xmlui/handle/108/124791,Trial-use guide for development of specifications for turnkey substation projects,,Trial-use guide for development of specifications for turnkey substation projects
61,0d6f15c2-f585-4200-8e12-c7a100ba9313,IEEE Std 605 : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:06:30Z (GMT). No. of bitstreams: 1
605-2008.pdf: 3682335 bytes, checksum: ef0bb2e0d789f9f7425c8c5af2181aba (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:46:26Z (GMT). No. of bitstreams: 1
605-2008.pdf: 3682335 bytes, checksum: ef0bb2e0d789f9f7425c8c5af2181aba (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/124763,Guide for the Design of Substation Rigid-Bus Structures,,Guide for the Design of Substation Rigid-Bus Structures
63,d4a110f3-9513-4727-b3ce-92c71cee6bee,IEEE Std 605 : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:07:24Z (GMT). No. of bitstreams: 1
605-2008.pdf: 3682335 bytes, checksum: ef0bb2e0d789f9f7425c8c5af2181aba (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:57:36Z (GMT). No. of bitstreams: 1
605-2008.pdf: 3682335 bytes, checksum: ef0bb2e0d789f9f7425c8c5af2181aba (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/125245,Guide for the Design of Substation Rigid-Bus Structures,,Guide for the Design of Substation Rigid-Bus Structures
65,0d8a1244-0779-4a00-b024-be571ab37003,IEEE Std 1008  : 1987,1987.0,"Made available in DSpace on 2017-02-23T06:07:06Z (GMT). No. of bitstreams: 1
1008-1987.pdf: 293659 bytes, checksum: a2aace20a1f25f0d18ed89a898978709 (MD5)
  Previous issue date: 1987||Made available in DSpace on 2021-05-05T08:53:33Z (GMT). No. of bitstreams: 1
1008-1987.pdf: 293659 bytes, checksum: a2aace20a1f25f0d18ed89a898978709 (MD5)
  Previous issue date: 1987",http://localhost:8080/xmlui/handle/108/125077,Standard for software unit testing,,Standard for software unit testing
66,0d974fa9-e90b-4270-a17f-fd6d340f07e6,IEEE Std IEEE 930,2007.0,"Made available in DSpace on 2017-02-23T06:07:05Z (GMT). No. of bitstreams: 1
ieee 930.pdf: 1904965 bytes, checksum: 9967deddbf61c3ac863d3517313917d4 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-05-05T08:53:22Z (GMT). No. of bitstreams: 1
ieee 930.pdf: 1904965 bytes, checksum: 9967deddbf61c3ac863d3517313917d4 (MD5)
  Previous issue date: 2007",http://localhost:8080/xmlui/handle/108/125071,Guide for the statistical analysis of electrical insulation voltage endurance data,,Guide for the statistical analysis of electrical insulation voltage endurance data
67,0dc9b819-c4dc-4813-9263-3d65963f25d9,ieee std 356  : 2001,2001.0,"Made available in DSpace on 2017-02-23T06:06:51Z (GMT). No. of bitstreams: 1
ieee std 356-2001.pdf: 596692 bytes, checksum: f60cca3d09bff07a166d764b070c7354 (MD5)
  Previous issue date: 2001||Made available in DSpace on 2021-05-05T08:50:13Z (GMT). No. of bitstreams: 1
ieee std 356-2001.pdf: 596692 bytes, checksum: f60cca3d09bff07a166d764b070c7354 (MD5)
  Previous issue date: 2001",http://localhost:8080/xmlui/handle/108/124942,Guide for Measurements of Electromagnetic Properties of Earth Media,,Guide for Measurements of Electromagnetic Properties of Earth Media
68,0df1b4a8-b9e0-4676-9b64-c95352e55648,IEEE Std C57.12.91  : 2001,2001.0,"Made available in DSpace on 2017-02-23T06:00:43Z (GMT). No. of bitstreams: 1
c57.12.91-2001.pdf: 912208 bytes, checksum: d3d8fc704984b7f99d5ffa8dc71809dc (MD5)
  Previous issue date: 2001||Made available in DSpace on 2021-05-05T08:51:09Z (GMT). No. of bitstreams: 1
c57.12.91-2001.pdf: 912208 bytes, checksum: d3d8fc704984b7f99d5ffa8dc71809dc (MD5)
  Previous issue date: 2001",http://localhost:8080/xmlui/handle/108/124316,Standard test code for dry-type distribution and power transformers,,Standard test code for dry-type distribution and power transformers
69,0df7d4a0-8d70-4bf6-9fae-93138c27829c,IEEE Std 252?  : 1995,1995.0,"Made available in DSpace on 2017-02-23T06:01:08Z (GMT). No. of bitstreams: 1
ieee std 252-1995.pdf: 323058 bytes, checksum: d3074defe9e7066f459677cb3a220374 (MD5)
  Previous issue date: 1995||Made available in DSpace on 2021-05-05T08:42:45Z (GMT). No. of bitstreams: 1
ieee std 252-1995.pdf: 323058 bytes, checksum: d3074defe9e7066f459677cb3a220374 (MD5)
  Previous issue date: 1995",http://localhost:8080/xmlui/handle/108/124541,Standard test procedure for polyphase induction motors having liquid in the magnetic gap,,Standard test procedure for polyphase induction motors having liquid in the magnetic gap
70,0e4c29e5-2b4a-47d7-870d-560beb538ed3,IEEE Std 400-2012,2012.0,"Made available in DSpace on 2017-02-23T06:00:54Z (GMT). No. of bitstreams: 1
400-2012.pdf: 1025695 bytes, checksum: 2e9945a9a134ff9fe97026c1dba6e92f (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-05-05T08:41:11Z (GMT). No. of bitstreams: 1
400-2012.pdf: 1025695 bytes, checksum: 2e9945a9a134ff9fe97026c1dba6e92f (MD5)
  Previous issue date: 2012",http://localhost:8080/xmlui/handle/108/124406,IEEE Guide for Field Testing and Evaluation of the Insulation of Shielded Power Cable Systems Rated 5 kV and Above,,IEEE Guide for Field Testing and Evaluation of the Insulation of Shielded Power Cable Systems Rated 5 kV and Above
71,0e5766c5-554f-49a5-a636-756b74275bc8,IEEE Std 644  : 1994,1994.0,"Made available in DSpace on 2017-02-23T06:07:01Z (GMT). No. of bitstreams: 1
644-1994.pdf: 299318 bytes, checksum: cc0113ba4992d69ac876dd4cdc0e82df (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-05-05T08:51:55Z (GMT). No. of bitstreams: 1
644-1994.pdf: 299318 bytes, checksum: cc0113ba4992d69ac876dd4cdc0e82df (MD5)
  Previous issue date: 1994",http://localhost:8080/xmlui/handle/108/125032,Standard procedures for measurement of power frequency electric and magnetic fields from AC power lines,,Standard procedures for measurement of power frequency electric and magnetic fields from AC power lines
72,0f369140-7a12-40d9-8fce-a7dfd098b240,ANSI C62.48  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:00:59Z (GMT). No. of bitstreams: 1
c62.48-2005.pdf: 587560 bytes, checksum: 9b72759bc7330a8e7df956345cae712a (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:41:43Z (GMT). No. of bitstreams: 1
c62.48-2005.pdf: 587560 bytes, checksum: 9b72759bc7330a8e7df956345cae712a (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/124459,Guide on Interactions Between Power System Disturbances and Surge-Protective Devices,,Guide on Interactions Between Power System Disturbances and Surge-Protective Devices
73,0f6d6ad6-d84d-4644-88f3-2bb3f558da65,IEEE Std 952  : 1997,1997.0,"Made available in DSpace on 2017-02-23T06:07:03Z (GMT). No. of bitstreams: 1
952-1997.pdf: 595954 bytes, checksum: 9269b157ce627462eb9329d3746ccd58 (MD5)
  Previous issue date: 1997||Made available in DSpace on 2021-05-05T08:52:46Z (GMT). No. of bitstreams: 1
952-1997.pdf: 595954 bytes, checksum: 9269b157ce627462eb9329d3746ccd58 (MD5)
  Previous issue date: 1997",http://localhost:8080/xmlui/handle/108/125057,Standard specification format guide and test procedure for single-axis interferometric fiber optic gyros,,Standard specification format guide and test procedure for single-axis interferometric fiber optic gyros
74,0f98be49-c2f3-4f32-8da6-fe652737608a,ieee std 293  : 1969,1969.0,"Made available in DSpace on 2017-02-23T06:01:08Z (GMT). No. of bitstreams: 1
ieee std 293-1969.pdf: 469754 bytes, checksum: 144982d363c8d302947d4f5b35fe3f0f (MD5)
  Previous issue date: 1969||Made available in DSpace on 2021-05-05T08:42:41Z (GMT). No. of bitstreams: 1
ieee std 293-1969.pdf: 469754 bytes, checksum: 144982d363c8d302947d4f5b35fe3f0f (MD5)
  Previous issue date: 1969",http://localhost:8080/xmlui/handle/108/124536,Specification format for single-degree-of-freedom spring-restrained rate gyros,,Specification format for single-degree-of-freedom spring-restrained rate gyros
75,0fd3df22-8deb-46bb-aa76-7ee972107c29,IEEE Std 1526  : 2003,2003.0,"Made available in DSpace on 2017-02-23T06:07:19Z (GMT). No. of bitstreams: 1
1526-2003.pdf: 860046 bytes, checksum: 69f621f3b5a6d1b8ce8f86e7cc2375e1 (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-05-05T08:56:23Z (GMT). No. of bitstreams: 1
1526-2003.pdf: 860046 bytes, checksum: 69f621f3b5a6d1b8ce8f86e7cc2375e1 (MD5)
  Previous issue date: 2003",http://localhost:8080/xmlui/handle/108/125201,Recommended practice for testing the performance of stand-alone photovoltaic systems,,Recommended practice for testing the performance of stand-alone photovoltaic systems
76,0ff9372e-e9d3-411e-a093-603c2127676a,IEEE Std 854  : 1987,1987.0,"Made available in DSpace on 2017-02-23T06:06:57Z (GMT). No. of bitstreams: 1
854-1987.pdf: 141682 bytes, checksum: 3362d5aa1557495b5a2b0734682cbf8f (MD5)
  Previous issue date: 1987||Made available in DSpace on 2021-05-05T08:51:21Z (GMT). No. of bitstreams: 1
854-1987.pdf: 141682 bytes, checksum: 3362d5aa1557495b5a2b0734682cbf8f (MD5)
  Previous issue date: 1987",http://localhost:8080/xmlui/handle/108/124996,Standard for radix-independent floating-point arithmetic,,Standard for radix-independent floating-point arithmetic
77,1026fbd7-46ef-4347-810a-5318f75b5d24,IEEE Std 1228  : 1994,1994.0,"Made available in DSpace on 2017-02-23T06:06:40Z (GMT). No. of bitstreams: 1
1228-1994.pdf: 259885 bytes, checksum: db8e4cb46e67745b02d0940350ef72cf (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-05-05T08:48:02Z (GMT). No. of bitstreams: 1
1228-1994.pdf: 259885 bytes, checksum: db8e4cb46e67745b02d0940350ef72cf (MD5)
  Previous issue date: 1994",http://localhost:8080/xmlui/handle/108/124844,Standard for  software safety plans,,Standard for  software safety plans
78,1034470a-6dec-4a7e-b764-ef5abf193013,ANSI C57.110  : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:00:51Z (GMT). No. of bitstreams: 1
c57.110-2008.pdf: 773643 bytes, checksum: dbb1cec236251abbc42d6210690531e9 (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:40:55Z (GMT). No. of bitstreams: 1
c57.110-2008.pdf: 773643 bytes, checksum: dbb1cec236251abbc42d6210690531e9 (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/124378,Recommended Practice for Establishing Liquid-Filled and Dry-Type Power and Distribution Transformer Capability When Supplying Nonsinusoidal Load Currents,,Recommended Practice for Establishing Liquid-Filled and Dry-Type Power and Distribution Transformer Capability When Supplying Nonsinusoidal Load Currents
