id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.description.sponsorship[],dc.description[],dc.identifier.uri,dc.publisher[],dc.publisher[en_US],dc.source[],dc.subject[],dc.subject[en_US],dc.title.alternative[],dc.title[],dc.title[en_US],dc.type[]
"4f01b18d-d9fd-4b27-a191-7181e18943b2","108/35",,"2021-05-18T04:27:34Z","2020-10-29T06:24:38Z","2021-05-18T04:27:34Z","2020-10-29T06:24:38Z","2016","Made available in DSpace on 2020-10-29T06:24:38Z (GMT). No. of bitstreams: 1
pinaka mlrs rockets.mp4: 16421841 bytes, checksum: b63b19aae1e2f7bdf3518a38b5ab3d74 (MD5)
  Previous issue date: 2016||Made available in DSpace on 2021-05-18T04:27:34Z (GMT). No. of bitstreams: 1
pinaka mlrs rockets.mp4: 16421841 bytes, checksum: b63b19aae1e2f7bdf3518a38b5ab3d74 (MD5)
  Previous issue date: 2016",,,"http://localhost:8080/xmlui/handle/108/174212","DefenseNewsX",,,"Pinaka||DRDO||MLRS||Rocket Launcher||ArmaTube||Pinaka MLRS||MP4||16.4MB||00:01:48",,,"DRDO Successfully Test Fired IMPROVED Pinaka MLRS Rocket's",,
"4fa4d3a0-3e5f-4557-92f8-91e63616a409","108/35",,"2021-05-18T04:28:03Z","2020-10-29T06:24:29Z","2021-05-18T04:28:03Z","2020-10-29T06:24:29Z","2014","Made available in DSpace on 2020-10-29T06:24:29Z (GMT). No. of bitstreams: 1
krieger barrels cut.mp4: 20870235 bytes, checksum: b2d5b4dbfd371b710c999e2970f82347 (MD5)
  Previous issue date: 2014||Made available in DSpace on 2021-05-18T04:28:03Z (GMT). No. of bitstreams: 1
krieger barrels cut.mp4: 20870235 bytes, checksum: b2d5b4dbfd371b710c999e2970f82347 (MD5)
  Previous issue date: 2014",,,"http://localhost:8080/xmlui/handle/108/174184","AccurateShooter",,,"Krieger Barrels||Gun Barrel||Rifling Process||Rifling||Rifle Barrel||ArmaTube||Autofrettage process for Gun Barrel||MP4||20.9MB||00:04:46",,,"Krieger Barrels Cut-Rifling Process",,
"520758ed-2ecf-4c60-a136-b9e147aa0796","108/35",,"2021-05-18T04:27:37Z","2020-10-29T06:24:43Z","2021-05-18T04:27:37Z","2020-10-29T06:24:43Z","2017","Made available in DSpace on 2020-10-29T06:24:43Z (GMT). No. of bitstreams: 1
indian army's atags.mp4: 35867695 bytes, checksum: e7d2063df4e06f9cb9b2fafb12538d90 (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:27:37Z (GMT). No. of bitstreams: 1
indian army's atags.mp4: 35867695 bytes, checksum: e7d2063df4e06f9cb9b2fafb12538d90 (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174236","WildFilmsIndia",,,"ATAGS||Artillery Gun||Ammunition||ATAGS Firing||ArmaTube||ATAGS||MP4||35.9MB||00:02:08",,,"Indian Army's Advanced Towed Artillery Gun System (ATAGS)",,
"540c72e4-f783-4712-ae16-030e9fcbc24d","108/35",,"2021-05-18T04:27:21Z","2020-10-29T06:24:42Z","2021-05-18T04:27:21Z","2020-10-29T06:24:42Z","2017","Made available in DSpace on 2020-10-29T06:24:42Z (GMT). No. of bitstreams: 1
atags and ofb dhanush artillery.mp4: 20940326 bytes, checksum: 3e04d0287a81c428f5108c8add0e85f6 (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:27:21Z (GMT). No. of bitstreams: 1
atags and ofb dhanush artillery.mp4: 20940326 bytes, checksum: 3e04d0287a81c428f5108c8add0e85f6 (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174228","Sirlurkalot",,,"ATAGS||Artillery Gun||Dhanush||Ammunition||ArmaTube||ATAGS||MP4||20.9MB||00:02:35",,,"India's DRDO ATAGS and OFB Dhanush Artillery In Action",,
"54555a8f-781c-478f-b0db-e29694f2c60e","108/35",,"2021-05-18T04:27:55Z","2020-10-29T06:24:31Z","2021-05-18T04:27:55Z","2020-10-29T06:24:31Z","2018","Made available in DSpace on 2020-10-29T06:24:31Z (GMT). No. of bitstreams: 1
metal spinning.mp4: 20417420 bytes, checksum: 327ee2f088f478bda03210b649e0cdef (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:27:55Z (GMT). No. of bitstreams: 1
metal spinning.mp4: 20417420 bytes, checksum: 327ee2f088f478bda03210b649e0cdef (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174193","TyouboxJR",,,"Flow Forming||Metal Spinning||CNC Metal Spinning||ArmaTube||Flow Forming of Rocket Tube||MP4||20.4MB||00:03:09",,,"Metal Spinning and Flow Forming",,
"54f79e51-148c-4194-940c-6e511b9c58d6","108/35",,"2021-05-18T04:27:26Z","2020-10-29T06:24:40Z","2021-05-18T04:27:26Z","2020-10-29T06:24:40Z","2019","Made available in DSpace on 2020-10-29T06:24:40Z (GMT). No. of bitstreams: 1
third successful trial of pinaka guided missile at pokhran.mp4: 2789134 bytes, checksum: 61a7ac36f046714ed38310145e620dd4 (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:27:26Z (GMT). No. of bitstreams: 1
third successful trial of pinaka guided missile at pokhran.mp4: 2789134 bytes, checksum: 61a7ac36f046714ed38310145e620dd4 (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174223","The Hindu",,,"Pinaka||Guided Pinaka||Missile||ArmaTube||Pinaka MLRS||MP4||2.8MB||00:01:00",,,"Watch: India's third successful trial of Pinaka guided missile at Pokhran",,
"5816d476-db6e-40d7-86e1-6a6104ec4f82","108/35",,"2021-05-18T04:27:53Z","2020-10-29T06:24:31Z","2021-05-18T04:27:53Z","2020-10-29T06:24:31Z","2009","Made available in DSpace on 2020-10-29T06:24:31Z (GMT). No. of bitstreams: 1
flow forming lathe denn model zenn 80 cnc.mp4: 8364116 bytes, checksum: f4097120ad1456e55d92a04c774736b4 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-18T04:27:53Z (GMT). No. of bitstreams: 1
flow forming lathe denn model zenn 80 cnc.mp4: 8364116 bytes, checksum: f4097120ad1456e55d92a04c774736b4 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/174195","Industrias Puigjaner S.A. - DENN",,,"Flow Forming||Metal Spinning||spinforming lathe||Shearforming||Beading applications||ArmaTube||Flow Forming of Rocket Tube||MP4||8.4MB||00:02:49",,,"Metal spinning and Flow forming lathe DENN model ZENN 80 CNC",,
"584060ef-1e68-4fd4-acd6-82fce8998657","108/35",,"2021-05-18T04:28:08Z","2020-10-29T06:24:27Z","2021-05-18T04:28:08Z","2020-10-29T06:24:27Z","2017","Made available in DSpace on 2020-10-29T06:24:27Z (GMT). No. of bitstreams: 1
coating gun parts.mp4: 59521700 bytes, checksum: aa0e5623b32afba2880c7620b2b85c81 (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:28:08Z (GMT). No. of bitstreams: 1
coating gun parts.mp4: 59521700 bytes, checksum: aa0e5623b32afba2880c7620b2b85c81 (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174178","Vapor Honing Technologies",,,"Gun Barrel||Gun Coatings||Cerakote||ArmaTube||Coating of Gun Barrel||MP4||59.5MB||00:04:27",,,"Coating Gun Parts With Cerakote- Vapor Honing Technologies",,
"593352de-2a81-45ee-b544-c0818581f9b3","108/35",,"2021-05-18T04:27:49Z","2020-10-29T06:24:35Z","2021-05-18T04:27:49Z","2020-10-29T06:24:35Z","2018","Made available in DSpace on 2020-10-29T06:24:35Z (GMT). No. of bitstreams: 1
autonomous weapons and international law.mp4: 512134740 bytes, checksum: 8475f1bafbca0eb5988fbea134abe8cc (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:27:49Z (GMT). No. of bitstreams: 1
autonomous weapons and international law.mp4: 512134740 bytes, checksum: 8475f1bafbca0eb5988fbea134abe8cc (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174199","Brookings Institution",,,"Autonomous Weapons||Weapons and International Laws||Artificial Intelligence||Robotics||Human Rights||Future Warfare||ArmaTube||Autonomous Weapons||MP4||512.1MB||01:28:35",,,"Autonomous weapons and international law",,
"59b41d5e-e905-4f02-9b2c-b8bd2d548515","108/35",,"2021-05-18T04:27:32Z","2020-10-29T06:24:38Z","2021-05-18T04:27:32Z","2020-10-29T06:24:38Z","2017","Made available in DSpace on 2020-10-29T06:24:38Z (GMT). No. of bitstreams: 1
pinaka mlrs rocket's test.mp4: 3297339 bytes, checksum: d20a4def174ede7fc33a27cde6b588ee (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:27:32Z (GMT). No. of bitstreams: 1
pinaka mlrs rocket's test.mp4: 3297339 bytes, checksum: d20a4def174ede7fc33a27cde6b588ee (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174214","watchnthink",,,"Pinaka||MLRS||DRDO||Rocket Launcher||ArmaTube||Pinaka MLRS||MP4||3.3MB||00:01:09",,,"Pinaka MLRS Rocket's Successfully Test Fired by DRDO INDIA",,
"5bd7b0d3-28f3-4ffa-92c5-ab897c8e75d1","108/35",,"2021-05-18T04:27:58Z","2020-10-29T06:24:30Z","2021-05-18T04:27:58Z","2020-10-29T06:24:30Z","2013","Made available in DSpace on 2020-10-29T06:24:30Z (GMT). No. of bitstreams: 1
flow forming tapered tube.mp4: 34383926 bytes, checksum: 26886a970412500a873ec8eee20738e8 (MD5)
  Previous issue date: 2013||Made available in DSpace on 2021-05-18T04:27:58Z (GMT). No. of bitstreams: 1
flow forming tapered tube.mp4: 34383926 bytes, checksum: 26886a970412500a873ec8eee20738e8 (MD5)
  Previous issue date: 2013",,,"http://localhost:8080/xmlui/handle/108/174189","MJC Engineering",,,"Flow Forming||Tapered tube||ArmaTube||Flow Forming of Rocket Tube||MP4||34.4MB||00:03:57",,,"Flow forming tapered tube",,
"5c4dc20f-d5a3-4641-a80d-4520ebeb7326","108/35",,"2021-05-18T04:28:00Z","2020-10-29T06:24:29Z","2021-05-18T04:28:00Z","2020-10-29T06:24:29Z","2020","Made available in DSpace on 2020-10-29T06:24:29Z (GMT). No. of bitstreams: 1
tube flow forming.mp4: 1324783 bytes, checksum: b94c9039a95f2f10ca792d9bd23c03ef (MD5)
  Previous issue date: 2020||Made available in DSpace on 2021-05-18T04:28:00Z (GMT). No. of bitstreams: 1
tube flow forming.mp4: 1324783 bytes, checksum: b94c9039a95f2f10ca792d9bd23c03ef (MD5)
  Previous issue date: 2020",,,"http://localhost:8080/xmlui/handle/108/174187","IFT",,,"Flow Forming||ArmaTube||Flow Forming of Rocket Tube||MP4||1.3MB||00:00:36",,,"Tube Flow Forming",,
"5c4fcbbd-322e-4da9-9a87-743ebbfb37d5","108/35",,"2021-05-18T04:28:10Z","2020-10-29T06:24:26Z","2021-05-18T04:28:10Z","2020-10-29T06:24:26Z","2017","Made available in DSpace on 2020-10-29T06:24:26Z (GMT). No. of bitstreams: 1
high heat paint for rifle barrel & gas tube.mp4: 20180611 bytes, checksum: 0ea0bbfccb4380db502186dd9d37d6b6 (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:28:10Z (GMT). No. of bitstreams: 1
high heat paint for rifle barrel & gas tube.mp4: 20180611 bytes, checksum: 0ea0bbfccb4380db502186dd9d37d6b6 (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174176","Thousand Hills Ranch",,,"Gun Barrel||Rifle Barrel||High Heat Paint||Gas Tube||ArmaTube||Coating of Gun Barrel||MP4||20.2MB||00:02:10",,,"High Heat Paint for Your Rifle Barrel & Gas Tube - Quick Tip",,
"641d910c-1328-4e2c-a23e-2da33a1b85e1","108/35",,"2021-05-18T04:28:01Z","2020-10-29T06:24:29Z","2021-05-18T04:28:01Z","2020-10-29T06:24:29Z","2020","Made available in DSpace on 2020-10-29T06:24:29Z (GMT). No. of bitstreams: 1
autofrettage.mp4: 64339222 bytes, checksum: 4d8b56bcda5155988589bb121b565190 (MD5)
  Previous issue date: 2020||Made available in DSpace on 2021-05-18T04:28:01Z (GMT). No. of bitstreams: 1
autofrettage.mp4: 64339222 bytes, checksum: 4d8b56bcda5155988589bb121b565190 (MD5)
  Previous issue date: 2020",,,"http://localhost:8080/xmlui/handle/108/174186","Hossein Ameri",,,"Autofrettage||Hydraulic Pressure||Mandrel||Thermal Autofrettage||ArmaTube||Autofrettage process for Gun Barrel||MP4||64.3MB||00:20:15",,,"Introduction-Autofrettage",,
"6aa1d8e9-95b7-43f7-8d76-a33d3814591c","108/35",,"2021-05-18T04:27:28Z","2020-10-29T06:24:39Z","2021-05-18T04:27:28Z","2020-10-29T06:24:39Z","2019","Made available in DSpace on 2020-10-29T06:24:39Z (GMT). No. of bitstreams: 1
indian army's bm 21 grad artillery firing.mp4: 4921289 bytes, checksum: 7feb0c721b0f993050780056e7119154 (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:27:28Z (GMT). No. of bitstreams: 1
indian army's bm 21 grad artillery firing.mp4: 4921289 bytes, checksum: 7feb0c721b0f993050780056e7119154 (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174220","The Economic Times",,,"Multi Barrel||Rocket Launch||BM 21||ArmaTube||Pinaka MLRS||MP4||4.9MB||00:01:46",,,"Watch: Indian Army's BM 21 Grad artillery firing at Deolali firing range",,
"7194b144-a304-46aa-a62f-b2798ba2b699","108/35",,"2021-05-18T04:27:25Z","2020-10-29T06:24:41Z","2021-05-18T04:27:25Z","2020-10-29T06:24:41Z","2017","Made available in DSpace on 2020-10-29T06:24:41Z (GMT). No. of bitstreams: 1
drdo's atags in action.mp4: 130455825 bytes, checksum: 3d5c6a7b4734212ba8d6da418c63e21e (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:27:25Z (GMT). No. of bitstreams: 1
drdo's atags in action.mp4: 130455825 bytes, checksum: 3d5c6a7b4734212ba8d6da418c63e21e (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174224","NationalDefence",,,"ATAGS||Indigenous Weapon||DRDO||Artillery Gun||ArmaTube||ATAGS||MP4||130.5MB||00:11:16",,,"Is ATAGS A Better Artillery Gun Than Bofors - Watch DRDO's ATAGS In Action",,
"76c3d466-ee8c-41d1-85e4-42e3d7597386","108/35",,"2021-05-18T04:27:39Z","2020-10-29T06:24:37Z","2021-05-18T04:27:39Z","2020-10-29T06:24:37Z","2020","Made available in DSpace on 2020-10-29T06:24:37Z (GMT). No. of bitstreams: 1
arjun main battle tank.mp4: 60297395 bytes, checksum: dc9562ea7c9e696570d1fd39a04036bb (MD5)
  Previous issue date: 2020||Made available in DSpace on 2021-05-18T04:27:39Z (GMT). No. of bitstreams: 1
arjun main battle tank.mp4: 60297395 bytes, checksum: dc9562ea7c9e696570d1fd39a04036bb (MD5)
  Previous issue date: 2020",,,"http://localhost:8080/xmlui/handle/108/174208","MILITARY TIMES",,,"Tank Ammunition||Ammunition||Arjun Tank||MBT||ArmaTube||FSAPDS/Tank Ammunition||MP4||60.3MB||00:22:24",,,"The Next Big Thing in ARJUN MAIN BATTLE TANK :- Everything you need to know about it",,
"789248f2-01b8-4bff-bc23-c55315755fbc","108/35",,"2021-05-18T04:28:17Z","2020-10-29T06:24:42Z","2021-05-18T04:28:17Z","2020-10-29T06:24:42Z","2020","Made available in DSpace on 2020-10-29T06:24:42Z (GMT). No. of bitstreams: 1
laser-guided artillery.mp4: 11194666 bytes, checksum: 84a40b2b384a54039cba85bbfe7be26d (MD5)
  Previous issue date: 2020||Made available in DSpace on 2021-05-18T04:28:17Z (GMT). No. of bitstreams: 1
laser-guided artillery.mp4: 11194666 bytes, checksum: 84a40b2b384a54039cba85bbfe7be26d (MD5)
  Previous issue date: 2020",,,"http://localhost:8080/xmlui/handle/108/174232","Lazy News",,,"Laser-guided Artillery||Artillery||GPS||Precision Guidance||Land artillery||Precision-guided Excalibur||ArmaTube||Guided Artillery shell||MP4||11.2MB||00:04:10",,,"New laser-guided artillery round destroys moving target",,
"7f539192-1e74-4220-8b3d-8ed7887d39e5","108/35",,"2021-05-18T04:28:04Z","2020-10-29T06:24:28Z","2021-05-18T04:28:04Z","2020-10-29T06:24:28Z","2016","Made available in DSpace on 2020-10-29T06:24:28Z (GMT). No. of bitstreams: 1
autofrettage 326.mp4: 3274237 bytes, checksum: 36dc6c4848e27dae8c154a535270efd5 (MD5)
  Previous issue date: 2016||Made available in DSpace on 2021-05-18T04:28:04Z (GMT). No. of bitstreams: 1
autofrettage 326.mp4: 3274237 bytes, checksum: 36dc6c4848e27dae8c154a535270efd5 (MD5)
  Previous issue date: 2016",,,"http://localhost:8080/xmlui/handle/108/174183","ProductPPM",,,"Autofrettage||High Pressure||ArmaTube||Autofrettage process for Gun Barrel||MP4||3.3MB||00:01:03",,,"Autofrettage 326",,
"8486ba17-31de-4b8d-89d4-ce8758abcbf7","108/35",,"2021-05-18T04:27:59Z","2020-10-29T06:24:30Z","2021-05-18T04:27:59Z","2020-10-29T06:24:30Z","2019","Made available in DSpace on 2020-10-29T06:24:30Z (GMT). No. of bitstreams: 1
killer robots.mp4: 57045964 bytes, checksum: 80c925c63bcfe7e76c0b482de5d11c8b (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:27:59Z (GMT). No. of bitstreams: 1
killer robots.mp4: 57045964 bytes, checksum: 80c925c63bcfe7e76c0b482de5d11c8b (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174188","Freethink",,,"Killer Robots||Fight wars||Robots||Autonomous Weapons||Blast||Autonomy||ArmaTube||Autonomous Weapons||MP4||54.4MB||00:06:00",,,"Killer Robots Will Fight Our Wars- Can They Be Trusted",,
"877114b4-5f56-44c3-9051-2b2366147caf","108/35",,"2021-05-18T04:27:39Z","2020-10-29T06:24:37Z","2021-05-18T04:27:39Z","2020-10-29T06:24:37Z","2018","Made available in DSpace on 2020-10-29T06:24:37Z (GMT). No. of bitstreams: 1
experimental tank ammunition fsapds.mp4: 11845116 bytes, checksum: 1c8620958109dba96d8acd535b1a4634 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:27:39Z (GMT). No. of bitstreams: 1
experimental tank ammunition fsapds.mp4: 11845116 bytes, checksum: 1c8620958109dba96d8acd535b1a4634 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174207","TilTuli",,,"Tank Ammunition||FSAPDS||MBT||ArmaTube||FSAPDS/Tank Ammunition||MP4||11.8MB||00:00:44",,,"Experimental Tank ammunition FSAPDS & 580 Bullets pellets Projectiles",,
"8a8e6576-b71e-4a6e-8622-b48780a1e108","108/35",,"2021-05-18T04:27:49Z","2020-10-29T06:24:33Z","2021-05-18T04:27:49Z","2020-10-29T06:24:33Z","2017","Made available in DSpace on 2020-10-29T06:24:33Z (GMT). No. of bitstreams: 1
what is flow forming.mp4: 34461504 bytes, checksum: 8d1aa2bb74368c5f340de73bcfe624b1 (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:27:49Z (GMT). No. of bitstreams: 1
what is flow forming.mp4: 34461504 bytes, checksum: 8d1aa2bb74368c5f340de73bcfe624b1 (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174198","KONIG WHEELS USA",,,"Flow Forming||Wheel Industry||Spinning||Tensile strength||Shock resistance||ArmaTube||Flow Forming of Rocket Tube||MP4||34.5MB||00:02:20",,,"What is Flow Forming Technology- - Konig Wheels",,
"93157666-e78f-40eb-9ba8-43eeedfdf26a","108/35",,"2021-05-18T04:27:34Z","2020-10-29T06:24:38Z","2021-05-18T04:27:34Z","2020-10-29T06:24:38Z","2011","Made available in DSpace on 2020-10-29T06:24:38Z (GMT). No. of bitstreams: 1
the indian pinaka mlrs.mp4: 3905515 bytes, checksum: 2e5cd30544dbdb2c817bfdf4e75ac9ed (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-05-18T04:27:34Z (GMT). No. of bitstreams: 1
the indian pinaka mlrs.mp4: 3905515 bytes, checksum: 2e5cd30544dbdb2c817bfdf4e75ac9ed (MD5)
  Previous issue date: 2011",,,"http://localhost:8080/xmlui/handle/108/174213","TankNutDave",,,"Pinaka||MLRS||Multi Barrel||Rocket Launcher||ArmaTube||Pinaka MLRS||MP4||3.9MB||00:01:37",,,"The Indian Pinaka MLRS",,
"98f2d673-7556-49b9-8b49-f5e1f561b74f","108/35",,"2021-05-18T04:28:30Z","2020-10-29T06:24:18Z","2021-05-18T04:28:30Z","2020-10-29T06:24:18Z","2019","Made available in DSpace on 2020-10-29T06:24:18Z (GMT). No. of bitstreams: 1
us army ai guided long range smart artillery shell.mp4: 6178087 bytes, checksum: 429b6522cb674d53953bb61d9ab6eac0 (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:28:30Z (GMT). No. of bitstreams: 1
us army ai guided long range smart artillery shell.mp4: 6178087 bytes, checksum: 429b6522cb674d53953bb61d9ab6eac0 (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174156","All in one A-1",,,"Artillery shell||Artillery||Guided Long Range||Munitions||Artillery shell||ArmaTube||Guided Artillery shell||MP4||6.2MB||00:03:49",,,"US Army Developing AI Guided Long Range Smart Artillery Shell",,
"9a2e06d6-5a7b-4c25-9e83-c70c44abe3a8","108/35",,"2021-05-18T04:28:28Z","2020-10-29T06:24:42Z","2021-05-18T04:28:28Z","2020-10-29T06:24:42Z","2018","Made available in DSpace on 2020-10-29T06:24:42Z (GMT). No. of bitstreams: 1
atags in pokhran and sikkim.mp4: 4449162 bytes, checksum: 3c733411605c47db71527492b378c5bb (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:28:28Z (GMT). No. of bitstreams: 1
atags in pokhran and sikkim.mp4: 4449162 bytes, checksum: 3c733411605c47db71527492b378c5bb (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174231","AsianDefence",,,"ATAGS||Artillery Gun||Ammunition||ATAGS Firing||ArmaTube||ATAGS||MP4||4.4MB||00:01:26",,,"Indian Army ATAGS in action in Pokhran and Sikkim",,
"9addef1d-d190-4161-a801-7006bd4c0ee2","108/35",,"2021-05-18T04:28:12Z","2020-10-29T06:24:25Z","2021-05-18T04:28:12Z","2020-10-29T06:24:25Z","2018","Made available in DSpace on 2020-10-29T06:24:25Z (GMT). No. of bitstreams: 1
custom glock barrel.mp4: 73992497 bytes, checksum: c1d736eed6082e813f91c535802fbc75 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:28:12Z (GMT). No. of bitstreams: 1
custom glock barrel.mp4: 73992497 bytes, checksum: c1d736eed6082e813f91c535802fbc75 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174174","Josh Wiley",,,"Stock Glock||Gun Barrel||Barrel Coating||Titanium Nitride||Stock Glock 19 barrel||ArmaTube||Coating of Gun Barrel||MP4||74.0MB||00:05:03",,,"How To Make a Custom Glock Barrel",,
